Etiqueta de rotatividade,Duracao da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Media mensal de GB para download,Plano de Dados Ilimitado,Cobrancas extras de dados,Estado,Genero,Idade,Menos de 30,Idoso,Grupo,Numero de Clientes por Grupo,Protecao de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobranca Mensal,Total de Cobrancas,Categoria de Rotatividade,Motivo da Rotatividade
Nao,6,15,36.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,ME,Masculino,26,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,10,62,,
Nao,50,351,702.8,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,DC,Feminino,68,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,35,1770,,
Nao,1,2,7.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,CO,Masculino,54,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,12,12,,
Nao,45,201,358.8,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,MN,Masculino,55,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,75,3342,,
Nao,3,15,37.6,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,VT,Masculino,38,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,43,134,,
Nao,72,545,1156.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AZ,Feminino,45,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,13,939,,
Nao,8,25,70.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,LA,Masculino,32,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,8,61,,
Nao,73,516,948.3,0.0,0.0,Nao,Nao,0.0,0,8,Nao,79,VT,Feminino,80,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,52,3818,,
Nao,71,163,354.1,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WY,Masculino,49,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,41,2904,,
Nao,34,248,541.7,136.0,221.0,Sim,Sim,0.0,0,4,Sim,0,VA,Feminino,56,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,30,1022,,
Nao,17,100,257.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,CT,Feminino,60,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,9,155,,
Nao,57,303,915.3,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,HI,Feminino,85,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,34,1969,,
Nao,1,3,7.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WI,Feminino,56,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,7,7,,
Nao,1,3,6.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NC,Feminino,63,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,10,10,,
Nao,57,145,282.5,0.0,0.0,Nao,Nao,0.0,0,10,Nao,14,MO,Feminino,67,Nao,Sim,Nao,0,Sim,Mensal,Debito Automatico,36,2014,,
Nao,63,256,630.7,0.0,0.0,Nao,Nao,0.0,0,43,Sim,0,HI,Masculino,28,Sim,Nao,Nao,0,Sim,Anual,Cartao de Credito,55,3438,,
Nao,18,102,221.2,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,TX,Feminino,58,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,31,577,,
Nao,77,417,1003.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MS,Feminino,47,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,10,777,,
Nao,51,337,758.3,0.0,0.0,Nao,Nao,0.0,0,12,Nao,6,KY,Feminino,20,Sim,Nao,Nao,0,Sim,Mensal,Debito Automatico,53,2696,,
Nao,57,299,573.6,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,ME,Masculino,55,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,27,1542,,
Nao,72,321,863.3,0.0,0.0,Nao,Nao,0.0,0,20,Sim,0,OH,Feminino,25,Sim,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,72,5160,,
Nao,47,123,372.5,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,WV,Feminino,63,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,36,1663,,
Nao,73,532,1092.4,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,AL,Feminino,57,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,38,2760,,
Nao,73,507,1101.6,0.0,0.0,Nao,Nao,0.0,0,24,Nao,73,DC,Feminino,22,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,56,4123,,
Nao,46,183,552.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IA,Masculino,50,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,9,398,,
Nao,1,2,5.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VT,Feminino,23,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,11,11,,
Nao,5,24,47.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NV,Feminino,43,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,9,47,,
Nao,48,254,725.3,0.0,0.0,Nao,Nao,0.0,0,20,Sim,0,NC,Feminino,29,Sim,Nao,Nao,0,Sim,Anual,Debito Automatico,36,1751,,
Nao,51,227,560.2,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,ID,Masculino,55,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,14,729,,
Nao,4,23,47.9,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,AK,Masculino,75,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,46,182,,
Nao,32,89,254.9,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,VT,Feminino,77,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,49,1547,,
Nao,9,37,100.1,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,AK,Masculino,48,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,55,504,,
Nao,54,154,537.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AR,Feminino,48,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,13,703,,
Nao,11,25,103.5,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,MA,Feminino,65,Nao,Sim,Nao,0,Nao,Anual,Cartao de Credito,30,340,,
Nao,68,229,608.3,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NJ,Masculino,76,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,21,1451,,
Nao,46,243,546.4,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,NY,Feminino,64,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,46,2081,,
Nao,11,78,160.5,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,AZ,Masculino,44,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,28,299,,
Nao,29,96,293.6,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NJ,Feminino,72,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,36,1051,,
Nao,25,208,369.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WV,Feminino,56,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,8,204,,
Nao,49,70,247.1,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,SC,Masculino,49,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,57,2839,,
Nao,44,312,703.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VT,Feminino,38,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,12,530,,
Nao,48,145,531.9,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TN,Feminino,52,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,401,,
Nao,27,178,427.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,LA,Feminino,47,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,9,230,,
Nao,25,145,371.9,0.0,0.0,Nao,Nao,0.0,0,9,Nao,39,DE,Masculino,45,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,41,1028,,
Nao,21,131,318.2,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,KY,Feminino,33,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,17,370,,
Nao,70,332,626.5,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,GA,Masculino,39,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,26,1839,,
Nao,23,105,248.1,0.0,0.0,Nao,Nao,0.0,0,23,Sim,0,TX,Feminino,24,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,36,811,,
Nao,70,439,1115.9,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,MN,Masculino,41,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,51,3544,,
Nao,57,138,622.2,228.0,815.1,Sim,Sim,0.0,0,3,Nao,38,NY,Masculino,59,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,40,2275,,
Nao,65,573,973.5,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,FL,Masculino,65,Nao,Sim,Nao,0,Sim,Anual,Cartao de Credito,55,3584,,
Nao,74,255,812.3,296.0,688.2,Sim,Sim,0.0,0,0,Nao,0,KS,Masculino,53,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,8,600,,
Nao,13,71,131.7,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,NV,Feminino,78,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,32,420,,
Nao,2,7,15.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NV,Feminino,55,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,36,64,,
Nao,40,69,162.0,0.0,0.0,Nao,Nao,0.0,0,29,Sim,0,MI,Masculino,30,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,30,1226,,
Nao,1,11,14.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MI,Masculino,48,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,8,8,,
Nao,7,37,99.6,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,NY,Feminino,27,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,35,250,,
Nao,14,101,208.8,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,NV,Feminino,58,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,32,442,,
Nao,74,424,1188.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,ND,Masculino,46,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,11,804,,
Nao,32,141,291.2,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,MI,Masculino,50,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,46,1473,,
Nao,11,36,87.8,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,TN,Feminino,45,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,31,345,,
Nao,17,70,203.9,0.0,0.0,Nao,Nao,0.0,0,8,Nao,35,VT,Feminino,75,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,43,735,,
Nao,70,106,281.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,OK,Feminino,74,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,65,4606,,
Nao,70,347,767.3,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,DE,Feminino,78,Nao,Sim,Nao,0,Nao,2 Anos,Cartao de Credito,46,3237,,
Nao,5,12,23.7,20.0,54.0,Sim,Sim,0.0,0,1,Sim,0,ND,Masculino,71,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,19,88,,
Nao,39,152,464.3,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,OR,Masculino,37,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,31,1198,,
Nao,52,164,363.0,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,FL,Feminino,83,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,29,1483,,
Nao,66,216,660.9,0.0,0.0,Nao,Nao,0.0,0,3,Nao,57,NY,Feminino,50,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,41,2706,,
Nao,41,150,493.0,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,NY,Feminino,54,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,26,1078,,
Nao,50,136,251.4,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,OH,Feminino,39,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,61,3059,,
Nao,33,106,262.6,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,GA,Masculino,23,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,25,812,,
Nao,7,47,118.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WY,Feminino,46,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,7,54,,
Nao,59,374,885.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WV,Masculino,50,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,13,751,,
Nao,6,11,25.0,0.0,0.0,Nao,Nao,0.0,0,21,Sim,0,LA,Feminino,29,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,21,132,,
Nao,3,15,35.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AR,Feminino,47,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,8,25,,
Nao,16,67,226.5,64.0,195.2,Sim,Sim,0.0,0,0,Nao,0,AK,Feminino,21,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,7,115,,
Nao,23,122,364.6,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,AL,Feminino,39,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,39,895,,
Nao,31,175,502.2,124.0,430.9,Sim,Sim,0.0,0,5,Sim,0,UT,Masculino,81,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,35,1108,,
Nao,29,104,259.8,0.0,0.0,Nao,Nao,0.0,0,2,Nao,31,KS,Masculino,34,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,29,842,,
Nao,50,112,349.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Feminino,66,Nao,Sim,Nao,0,Nao,Anual,Cartao de Credito,7,357,,
Nao,57,92,229.1,0.0,0.0,Nao,Nao,0.0,0,17,Sim,0,VA,Feminino,25,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,55,3168,,
Nao,62,120,248.8,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,UT,Feminino,54,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,47,2938,,
Nao,63,352,946.3,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,IN,Masculino,49,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,39,2468,,
Nao,37,59,147.3,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,DE,Masculino,63,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,35,1288,,
Nao,21,70,190.8,84.0,245.7,Sim,Sim,0.0,0,6,Nao,38,RI,Feminino,59,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,46,968,,
Nao,65,287,581.4,260.0,708.5,Sim,Sim,0.0,0,24,Sim,0,FL,Masculino,27,Sim,Nao,Nao,0,Sim,Anual,Debito Automatico,62,3987,,
Nao,45,135,357.6,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,KS,Feminino,29,Sim,Nao,Nao,0,Nao,Anual,Debito Automatico,39,1725,,
Nao,21,94,192.0,84.0,172.2,Sim,Sim,0.0,0,14,Nao,17,NY,Feminino,20,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,51,1095,,
Nao,64,298,700.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TX,Feminino,61,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,7,456,,
Nao,66,157,398.5,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,RI,Feminino,29,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,55,3668,,
Nao,4,18,51.6,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,OK,Feminino,63,Nao,Nao,Nao,0,Nao,2 Anos,Cheque,17,65,,
Nao,63,383,882.0,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MN,Masculino,37,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,50,3178,,
Nao,21,90,249.3,84.0,182.7,Sim,Sim,0.0,0,0,Nao,0,OR,Masculino,30,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,12,248,,
Nao,18,36,73.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,OR,Feminino,56,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,12,230,,
Nao,29,165,321.7,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,KS,Masculino,48,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,41,1196,,
Nao,9,48,98.0,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,GA,Feminino,36,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,231,,
Nao,19,69,173.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,ND,Masculino,43,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,22,428,,
Nao,73,505,1090.5,292.0,1014.7,Sim,Sim,0.0,0,3,Nao,39,WY,Feminino,32,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,66,4794,,
Nao,64,89,255.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,KS,Feminino,32,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,52,3321,,
Nao,24,183,366.4,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,PA,Masculino,21,Sim,Nao,Nao,0,Sim,Mensal,Debito Automatico,36,871,,
Nao,38,230,566.0,0.0,0.0,Nao,Nao,0.0,0,1,Nao,16,NY,Feminino,46,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,46,1725,,
Nao,72,345,723.5,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WY,Masculino,71,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,21,1524,,
Nao,15,92,200.7,0.0,0.0,Nao,Nao,0.0,0,0,Sim,0,NY,Feminino,60,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,51,787,,
Nao,56,269,724.9,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,ME,Feminino,43,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,20,1132,,
Nao,67,359,1001.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Masculino,43,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,10,645,,
Nao,67,105,268.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,SD,Masculino,46,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,27,1820,,
Nao,18,59,157.9,72.0,241.2,Sim,Sim,0.0,0,17,Sim,0,UT,Feminino,29,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,28,492,,
Nao,28,94,222.3,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,FL,Masculino,19,Sim,Nao,Nao,0,Sim,Anual,Cartao de Credito,33,921,,
Nao,34,127,371.4,0.0,0.0,Nao,Nao,0.0,0,24,Sim,0,IN,Masculino,30,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,34,1164,,
Nao,31,199,498.4,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,DE,Masculino,43,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,53,1654,,
Nao,34,126,338.2,0.0,0.0,Nao,Nao,0.0,0,17,Nao,0,AL,Masculino,21,Sim,Nao,Nao,0,Sim,Mensal,Cartao de Credito,26,871,,
Nao,49,256,635.2,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,AK,Feminino,48,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,60,2910,,
Nao,18,99,227.5,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,ND,Feminino,38,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,31,540,,
Nao,34,211,480.2,0.0,0.0,Nao,Nao,0.0,0,14,Nao,30,HI,Masculino,26,Sim,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,22,757,,
Nao,4,18,56.0,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WI,Feminino,39,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,38,150,,
Nao,15,70,166.7,0.0,0.0,Nao,Nao,0.0,0,17,Sim,0,WV,Feminino,19,Sim,Nao,Nao,0,Sim,Mensal,Debito Automatico,53,804,,
Nao,17,115,265.7,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,NJ,Masculino,34,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,49,812,,
Nao,60,198,479.9,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,AL,Masculino,29,Sim,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,37,2193,,
Nao,42,138,339.8,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,DE,Masculino,62,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,35,1481,,
Nao,41,257,577.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WY,Masculino,53,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,13,553,,
Nao,1,5,15.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NY,Feminino,34,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,23,23,,
Nao,63,388,1015.3,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,ID,Feminino,53,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,47,2988,,
Nao,68,164,543.8,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,TN,Masculino,25,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,43,2947,,
Nao,60,274,846.9,0.0,0.0,Nao,Nao,0.0,0,13,Nao,83,IL,Feminino,25,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,53,3204,,
Nao,45,241,626.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,MA,Masculino,73,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,32,1431,,
Nao,69,408,963.6,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,OK,Feminino,34,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,51,3526,,
Nao,5,11,19.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MI,Masculino,26,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,7,34,,
Nao,65,325,906.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VA,Feminino,41,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,16,1046,,
Nao,19,73,244.2,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,KS,Masculino,59,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,37,687,,
Nao,28,109,249.1,0.0,0.0,Nao,Sim,0.0,0,9,Nao,7,VA,Masculino,48,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,42,1158,,
Nao,30,160,334.8,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,WV,Masculino,38,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,20,605,,
Nao,49,329,741.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,TN,Feminino,44,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,45,2242,,
Nao,50,152,454.4,0.0,0.0,Nao,Sim,0.0,0,4,Sim,0,WY,Masculino,37,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,42,2099,,
Nao,7,20,57.8,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,TX,Masculino,22,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,16,115,,
Nao,26,81,179.2,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,LA,Feminino,76,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,34,874,,
Nao,58,175,521.3,0.0,0.0,Nao,Nao,0.0,0,6,Nao,42,CO,Masculino,36,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,26,1519,,
Nao,3,7,18.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,UT,Feminino,58,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,8,25,,
Nao,3,15,28.5,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,ID,Feminino,48,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,24,61,,
Nao,61,118,305.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WA,Feminino,68,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,11,643,,
Nao,40,171,364.5,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,NY,Masculino,36,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,1050,,
Nao,70,336,697.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,GA,Masculino,62,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,16,1112,,
Nao,1,3,9.0,0.0,0.0,Nao,Nao,0.0,0,14,Nao,6,HI,Masculino,61,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,43,43,,
Nao,66,437,993.9,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,AL,Masculino,21,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,54,3577,,
Nao,62,187,370.0,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,CT,Feminino,58,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,49,3041,,
Nao,56,379,778.8,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,FL,Feminino,84,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,63,3507,,
Sim,1,3,7.0,0.0,0.0,Nao,Sim,0.0,0,0,Nao,0,CA,Masculino,56,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,10,10,,
Nao,3,8,27.9,0.0,0.0,Nao,Sim,0.0,0,9,Sim,0,MN,Masculino,49,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,48,133,,
Nao,60,477,898.5,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,MS,Masculino,81,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,54,3206,,
Nao,37,184,515.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NV,Feminino,23,Sim,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,10,361,,
Nao,39,82,156.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TX,Masculino,39,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,12,473,,
Nao,68,276,614.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MA,Feminino,58,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,16,1081,,
Nao,70,350,906.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,VT,Masculino,78,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,35,2445,,
Sim,9,22,52.2,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,CA,Feminino,33,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,44,382,,
